EEID,satisfaction_level,satisfaction_level_bucket,last_evaluation,last_evaluation_bucket,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Burnout risk
EMP-2374,3,Medium,4,High,4,164,3,0,0,0,sales,low,Stable
EMP-2375,4,High,3,Medium,3,160,3,0,0,0,sales,medium,Stable
EMP-2376,3,Medium,3,Medium,2,184,3,0,0,0,sales,medium,Stable
EMP-2377,3,Medium,3,Medium,5,266,2,0,0,0,sales,medium,Stable
EMP-2378,4,High,4,High,4,190,2,0,0,0,sales,medium,Stable
EMP-2379,5,High,5,High,5,192,2,0,0,0,sales,low,Stable
EMP-2380,2,Low,3,Medium,3,205,6,1,0,0,sales,low,Burnout Risk
EMP-2381,2,Low,3,Medium,4,205,5,1,0,0,sales,low,Burnout Risk
EMP-2382,3,Medium,3,Medium,3,258,3,0,0,0,sales,low,Stable
EMP-2383,2,Low,4,High,5,151,2,1,0,0,sales,low,Stable
EMP-2384,3,Medium,4,High,3,148,2,0,0,0,sales,low,Stable
EMP-2385,5,High,4,High,3,179,2,0,0,0,sales,low,Stable
EMP-2386,4,High,3,Medium,6,141,2,1,0,0,sales,low,Stable
EMP-2387,4,High,4,High,5,216,2,0,0,0,sales,low,Stable
EMP-2388,4,High,3,Medium,3,235,2,0,0,0,sales,low,Stable
EMP-2389,5,High,4,High,3,160,4,1,0,0,sales,low,Stable
EMP-2390,3,Medium,4,High,3,141,4,0,0,0,sales,low,Stable
EMP-2391,4,High,4,High,4,246,2,1,0,0,sales,low,Stable
EMP-2392,2,Low,5,High,5,226,4,1,0,0,accounting,low,Burnout Risk
EMP-2393,2,Low,3,Medium,4,212,2,1,0,0,accounting,low,Burnout Risk
EMP-2394,5,High,5,High,4,220,3,0,0,0,accounting,low,Stable
EMP-2395,4,High,3,Medium,4,266,2,0,0,0,hr,low,Stable
EMP-2396,3,Medium,4,High,3,183,2,0,0,0,hr,low,Stable
EMP-2397,4,High,4,High,5,263,3,1,0,0,hr,low,Stable
EMP-2398,3,Medium,5,High,4,161,4,1,0,0,hr,low,Stable
EMP-2399,3,Medium,5,High,4,199,2,0,0,0,technical,low,Stable
EMP-2400,5,High,3,Medium,4,258,4,1,0,0,technical,medium,Stable
EMP-2401,3,Medium,4,High,3,209,2,1,0,0,technical,medium,Stable
EMP-2402,5,High,4,High,5,135,3,0,0,0,technical,medium,Stable
EMP-2403,3,Medium,4,High,4,222,2,0,0,0,technical,medium,Stable
EMP-2404,2,Low,4,High,5,192,3,0,0,0,technical,medium,Stable
EMP-2405,2,Low,4,High,3,250,3,0,0,0,technical,medium,Burnout Risk
EMP-2406,4,High,4,High,3,187,3,1,0,0,technical,medium,Stable
EMP-2407,4,High,4,High,4,217,3,0,0,0,technical,medium,Stable
EMP-2408,2,Low,5,High,4,213,3,1,0,0,technical,medium,Burnout Risk
EMP-2409,4,High,3,Medium,4,273,3,0,0,0,technical,medium,Stable
EMP-2410,3,Medium,3,Medium,2,132,3,0,0,0,support,medium,Stable
EMP-2411,3,Medium,3,Medium,4,140,3,1,0,0,support,medium,Stable
EMP-2412,4,High,3,Medium,4,173,2,1,0,0,support,high,Stable
EMP-2413,3,Medium,4,High,4,189,2,0,0,0,support,low,Stable
EMP-2414,4,High,4,High,3,156,3,0,0,0,support,medium,Stable
EMP-2415,5,High,5,High,4,238,5,1,0,0,support,medium,Stable
EMP-2416,4,High,4,High,5,230,2,0,0,0,support,medium,Stable
EMP-2417,3,Medium,3,Medium,4,242,2,1,0,0,support,medium,Stable
EMP-2418,4,High,4,High,4,197,3,0,0,0,support,low,Stable
EMP-2419,5,High,4,High,6,164,5,0,0,0,support,low,Stable
EMP-2420,2,Low,3,Medium,6,248,5,0,0,0,support,low,Burnout Risk
EMP-2421,4,High,4,High,5,255,6,0,0,0,technical,low,Stable
EMP-2422,3,Medium,4,High,5,225,4,0,0,0,technical,low,Stable
EMP-2423,4,High,3,Medium,3,151,2,0,0,0,technical,low,Stable
EMP-2424,3,Medium,5,High,4,252,3,0,0,0,management,low,Stable
EMP-2425,5,High,4,High,4,206,4,1,0,0,IT,low,Stable
EMP-2426,4,High,3,Medium,2,141,2,0,0,0,IT,low,Stable
EMP-2427,4,High,5,High,5,259,3,0,0,0,IT,low,Stable
EMP-2428,4,High,4,High,5,250,3,0,0,0,IT,low,Stable
EMP-2429,3,Medium,4,High,4,169,6,0,0,0,IT,low,Stable
EMP-2430,5,High,3,Medium,3,200,3,1,0,0,product_mng,low,Stable
EMP-2431,4,High,5,High,4,104,5,0,0,0,product_mng,low,Stable
EMP-2432,4,High,4,High,6,176,3,0,0,0,product_mng,low,Stable
EMP-2433,4,High,4,High,5,137,2,0,0,0,product_mng,low,Stable
EMP-2434,4,High,4,High,2,151,3,0,0,0,IT,low,Stable
EMP-2435,2,Low,4,High,6,130,6,1,0,0,RandD,low,Stable
EMP-2436,4,High,3,Medium,4,199,2,0,0,0,RandD,low,Stable
EMP-2437,4,High,4,High,4,191,2,0,0,0,RandD,low,Stable
EMP-2438,5,High,4,High,3,273,3,1,0,0,RandD,low,Stable
EMP-2439,4,High,3,Medium,3,205,3,0,0,0,RandD,medium,Stable
EMP-2440,4,High,4,High,3,181,3,0,0,0,marketing,medium,Stable
EMP-2441,2,Low,3,Medium,4,261,3,1,0,0,sales,medium,Burnout Risk
EMP-2442,5,High,4,High,3,192,3,0,0,0,accounting,medium,Stable
EMP-2443,3,Medium,4,High,4,271,3,0,0,0,support,medium,Stable
EMP-2444,5,High,3,Medium,4,158,3,0,0,0,technical,medium,Stable
EMP-2445,4,High,4,High,4,231,2,0,0,0,management,medium,Stable
EMP-2446,3,Medium,3,Medium,3,156,3,1,0,0,marketing,medium,Stable
EMP-2447,3,Medium,5,High,4,201,4,0,0,0,marketing,medium,Stable
EMP-2448,2,Low,4,High,3,187,4,0,0,0,marketing,medium,Stable
EMP-2449,5,High,4,High,3,132,4,0,0,0,sales,medium,Stable
EMP-2450,4,High,3,Medium,5,147,3,1,0,0,sales,medium,Stable
EMP-2451,4,High,4,High,4,223,3,0,0,0,sales,high,Stable
EMP-2452,3,Medium,3,Medium,2,194,2,0,0,0,sales,low,Stable
EMP-2453,3,Medium,3,Medium,4,234,2,0,0,0,sales,medium,Stable
EMP-2454,4,High,4,High,3,149,3,0,0,0,sales,medium,Stable
EMP-2455,3,Medium,3,Medium,3,162,3,1,0,0,sales,medium,Stable
EMP-2456,3,Medium,4,High,4,238,2,0,0,0,sales,medium,Stable
EMP-2457,4,High,3,Medium,5,149,3,0,0,0,sales,low,Stable
EMP-2458,2,Low,4,High,4,170,5,0,0,0,sales,low,Stable
EMP-2459,3,Medium,3,Medium,3,250,2,0,0,0,sales,low,Stable
EMP-2460,4,High,4,High,4,167,2,0,0,0,sales,low,Stable
EMP-2461,2,Low,4,High,4,166,5,0,0,0,sales,low,Stable
EMP-2462,4,High,4,High,3,205,2,0,0,0,sales,low,Stable
EMP-2463,4,High,3,Medium,3,250,3,0,0,0,sales,low,Stable
EMP-2464,4,High,5,High,4,142,3,0,0,0,sales,low,Stable
EMP-2465,2,Low,3,Medium,4,217,6,0,0,0,sales,low,Burnout Risk
EMP-2466,4,High,3,Medium,3,139,3,0,0,0,sales,low,Stable
EMP-2467,4,High,4,High,4,139,3,0,0,0,sales,low,Stable
EMP-2468,5,High,4,High,5,152,3,0,0,0,accounting,low,Stable
EMP-2469,4,High,4,High,3,224,2,0,0,0,accounting,low,Stable
EMP-2470,3,Medium,4,High,5,180,3,0,0,0,accounting,low,Stable
EMP-2471,3,Medium,4,High,4,216,2,0,0,0,hr,low,Stable
EMP-2472,5,High,4,High,3,133,3,0,0,0,hr,low,Stable
EMP-2473,3,Medium,3,Medium,4,271,3,0,0,0,hr,low,Stable
EMP-2474,3,Medium,3,Medium,4,148,3,1,0,0,hr,low,Stable
EMP-2475,2,Low,3,Medium,2,99,4,0,0,0,technical,low,Stable
EMP-2476,3,Medium,4,High,4,196,2,1,0,0,technical,low,Stable
EMP-2477,4,High,4,High,3,196,2,0,0,0,technical,low,Stable
EMP-2478,3,Medium,4,High,4,228,3,0,0,0,technical,medium,Stable
EMP-2479,5,High,5,High,4,165,2,0,0,0,technical,medium,Stable
EMP-2480,3,Medium,5,High,3,235,2,0,0,0,technical,medium,Stable
EMP-2481,4,High,5,High,4,167,2,0,0,0,technical,medium,Stable
EMP-2482,2,Low,3,Medium,5,255,5,0,0,0,technical,medium,Burnout Risk
EMP-2483,5,High,4,High,3,184,3,1,0,0,technical,medium,Stable
EMP-2484,5,High,5,High,4,239,3,0,0,0,technical,medium,Stable
EMP-2485,5,High,3,Medium,3,153,2,0,0,0,technical,medium,Stable
EMP-2486,3,Medium,3,Medium,4,187,5,1,0,0,support,medium,Stable
EMP-2487,4,High,4,High,2,285,2,0,0,0,support,medium,Stable
EMP-2488,3,Medium,3,Medium,3,274,3,0,0,0,support,medium,Stable
EMP-2489,4,High,3,Medium,3,156,3,1,0,0,support,medium,Stable
EMP-2490,4,High,4,High,5,265,2,1,0,0,support,high,Stable
EMP-2491,5,High,5,High,4,144,3,0,0,0,support,low,Stable
EMP-2492,3,Medium,4,High,4,143,3,0,0,0,support,medium,Stable
EMP-2493,3,Medium,5,High,4,214,6,1,0,0,support,medium,Stable
EMP-2494,5,High,5,High,3,163,3,0,0,0,support,medium,Stable
EMP-2495,4,High,4,High,4,236,4,0,0,0,support,medium,Stable
EMP-2496,3,Medium,4,High,3,146,4,0,0,0,support,low,Stable
EMP-2497,4,High,4,High,4,106,2,0,0,0,technical,low,Stable
EMP-2498,3,Medium,3,Medium,2,105,3,0,0,0,technical,low,Stable
EMP-2499,2,Low,4,High,3,181,4,0,0,0,technical,low,Stable
EMP-2500,2,Low,3,Medium,5,174,4,0,0,0,management,low,Stable
EMP-2501,4,High,4,High,3,207,2,1,0,0,IT,low,Stable
EMP-2502,4,High,3,Medium,6,118,2,0,0,0,IT,low,Stable
EMP-2503,3,Medium,5,High,4,251,2,0,0,0,IT,low,Stable
EMP-2504,4,High,5,High,2,136,3,0,0,0,IT,low,Stable
EMP-2505,5,High,5,High,5,249,3,1,0,0,IT,low,Stable
EMP-2506,2,Low,4,High,4,171,5,0,0,0,product_mng,low,Stable
EMP-2507,5,High,5,High,3,256,2,1,0,0,product_mng,low,Stable
EMP-2508,4,High,5,High,5,141,3,1,0,0,product_mng,low,Stable
EMP-2509,3,Medium,4,High,4,186,2,0,0,0,product_mng,low,Stable
EMP-2510,4,High,3,Medium,3,258,3,0,0,0,IT,low,Stable
EMP-2511,3,Medium,4,High,3,228,2,0,0,0,RandD,low,Stable
EMP-2512,2,Low,4,High,5,205,4,0,0,0,RandD,low,Burnout Risk
EMP-2513,5,High,5,High,4,174,3,0,0,0,RandD,low,Stable
EMP-2514,4,High,4,High,3,155,4,1,0,0,RandD,low,Stable
EMP-2515,4,High,4,High,5,245,3,0,0,0,RandD,low,Stable
EMP-2516,4,High,4,High,3,271,3,0,0,0,marketing,low,Stable
EMP-2517,3,Medium,4,High,5,184,4,0,0,0,marketing,medium,Stable
EMP-2518,4,High,5,High,4,175,2,0,0,0,sales,medium,Stable
EMP-2519,3,Medium,5,High,3,224,3,0,0,0,accounting,medium,Stable
EMP-2520,4,High,4,High,4,177,3,0,0,0,support,medium,Stable
EMP-2521,4,High,5,High,4,268,3,0,0,0,technical,medium,Stable
EMP-2522,5,High,5,High,4,208,3,0,0,0,management,medium,Stable
EMP-2523,5,High,4,High,5,219,2,0,0,0,marketing,medium,Stable
EMP-2524,4,High,4,High,5,128,5,0,0,0,marketing,medium,Stable
EMP-2525,4,High,4,High,3,273,3,0,0,0,marketing,medium,Stable
EMP-2526,3,Medium,3,Medium,4,218,4,0,0,0,sales,medium,Stable
EMP-2527,3,Medium,4,High,5,230,3,0,0,0,sales,medium,Stable
EMP-2528,2,Low,3,Medium,4,195,5,0,0,0,sales,medium,Stable
EMP-2529,4,High,4,High,3,254,3,1,0,0,sales,high,Stable
EMP-2530,3,Medium,4,High,2,275,2,0,0,0,sales,low,Stable
EMP-2531,3,Medium,4,High,3,162,2,0,0,0,sales,medium,Stable
EMP-2532,4,High,4,High,4,193,3,0,0,0,sales,medium,Stable
EMP-2533,4,High,4,High,3,239,4,0,0,0,sales,medium,Stable
EMP-2534,3,Medium,4,High,5,149,3,0,0,0,sales,medium,Stable
EMP-2535,3,Medium,3,Medium,3,155,3,0,0,0,sales,low,Stable
EMP-2536,3,Medium,3,Medium,5,271,2,0,0,0,sales,low,Stable
EMP-2537,3,Medium,3,Medium,5,163,3,0,0,0,sales,low,Stable
EMP-2538,4,High,4,High,3,160,3,0,0,0,sales,low,Stable
EMP-2539,4,High,4,High,6,274,5,0,0,0,sales,low,Stable
EMP-2540,5,High,4,High,2,199,3,0,0,0,sales,low,Stable
EMP-2541,4,High,5,High,5,241,3,0,0,0,sales,low,Stable
EMP-2542,5,High,4,High,3,187,3,0,0,0,sales,low,Stable
EMP-2543,2,Low,4,High,5,223,3,1,0,0,sales,low,Burnout Risk
EMP-2544,3,Medium,4,High,3,268,2,0,0,0,sales,low,Stable
EMP-2545,3,Medium,3,Medium,6,169,3,0,0,0,accounting,low,Stable
EMP-2546,2,Low,4,High,5,285,5,0,0,0,accounting,low,Burnout Risk
EMP-2547,5,High,5,High,5,254,3,0,0,0,accounting,low,Stable
EMP-2548,4,High,3,Medium,3,208,4,0,0,0,hr,low,Stable
EMP-2549,4,High,4,High,4,218,3,0,0,0,hr,low,Stable
EMP-2550,3,Medium,3,Medium,2,187,3,0,0,0,hr,low,Stable
EMP-2551,4,High,3,Medium,4,256,3,0,0,0,hr,low,Stable
EMP-2552,2,Low,2,Low,6,278,3,0,0,0,technical,low,Burnout Risk
EMP-2553,3,Medium,3,Medium,4,204,2,0,0,0,technical,low,Stable
EMP-2554,3,Medium,4,High,3,108,2,0,0,0,technical,low,Stable
EMP-2555,3,Medium,5,High,3,226,2,0,0,0,technical,low,Stable
EMP-2556,4,High,5,High,4,246,3,0,0,0,technical,medium,Stable
EMP-2557,3,Medium,3,Medium,5,260,3,0,0,0,technical,medium,Stable
EMP-2558,3,Medium,4,High,4,248,2,0,0,0,technical,medium,Stable
EMP-2559,4,High,4,High,3,132,3,0,0,0,technical,medium,Stable
EMP-2560,4,High,4,High,4,185,4,0,0,0,technical,medium,Stable
EMP-2561,4,High,4,High,3,269,2,0,0,0,technical,medium,Stable
EMP-2562,3,Medium,5,High,4,156,2,0,0,0,technical,medium,Stable
EMP-2563,5,High,4,High,3,212,3,0,0,0,support,medium,Stable
EMP-2564,4,High,4,High,3,221,2,0,0,0,support,medium,Stable
EMP-2565,3,Medium,4,High,5,273,3,0,0,0,support,medium,Stable
EMP-2566,4,High,4,High,4,271,3,1,0,0,support,medium,Stable
EMP-2567,4,High,3,Medium,4,183,5,0,0,0,support,medium,Stable
EMP-2568,2,Low,5,High,4,271,6,0,0,0,support,high,Burnout Risk
EMP-2569,4,High,3,Medium,5,165,3,0,0,0,support,low,Stable
EMP-2570,4,High,5,High,3,257,5,0,0,0,support,medium,Stable
EMP-2571,4,High,4,High,4,143,3,0,0,0,support,medium,Stable
EMP-2572,4,High,4,High,5,156,2,0,0,0,support,medium,Stable
EMP-2573,4,High,4,High,3,190,3,1,0,0,support,medium,Stable
EMP-2574,2,Low,4,High,2,242,6,0,0,0,technical,low,Burnout Risk
EMP-2575,5,High,4,High,5,267,4,0,0,0,technical,low,Stable
EMP-2576,4,High,3,Medium,4,152,3,0,0,0,technical,low,Stable
EMP-2577,3,Medium,3,Medium,5,136,4,0,0,0,management,low,Stable
EMP-2578,3,Medium,5,High,3,157,3,0,0,0,IT,low,Stable
EMP-2579,4,High,3,Medium,4,281,3,0,0,0,IT,low,Stable
EMP-2580,4,High,5,High,5,208,2,0,0,0,IT,low,Stable
EMP-2581,4,High,5,High,5,152,3,0,0,0,IT,low,Stable
EMP-2582,3,Medium,4,High,5,271,3,0,0,0,IT,low,Stable
EMP-2583,3,Medium,4,High,4,163,3,1,0,0,product_mng,low,Stable
EMP-2584,5,High,4,High,4,136,3,0,0,0,product_mng,low,Stable
EMP-2585,4,High,3,Medium,4,233,2,0,0,0,product_mng,low,Stable
EMP-2586,4,High,4,High,4,221,4,0,0,0,product_mng,low,Stable
EMP-2587,3,Medium,4,High,2,189,2,1,0,0,IT,low,Stable
EMP-2588,3,Medium,4,High,2,226,3,0,0,0,RandD,low,Stable
EMP-2589,4,High,3,Medium,5,201,3,0,0,0,RandD,low,Stable
EMP-2590,4,High,5,High,2,133,4,0,0,0,RandD,low,Stable
EMP-2591,2,Low,3,Medium,3,173,2,0,0,0,RandD,low,Stable
EMP-2592,4,High,3,Medium,4,152,3,1,0,0,RandD,low,Stable
EMP-2593,3,Medium,5,High,3,256,4,0,0,0,RandD,low,Stable
EMP-2594,5,High,4,High,3,119,2,1,0,0,marketing,low,Stable
EMP-2595,5,High,5,High,4,207,3,0,0,0,sales,medium,Stable
EMP-2596,4,High,4,High,3,189,3,0,0,0,accounting,medium,Stable
EMP-2597,3,Medium,5,High,4,172,2,0,0,0,support,medium,Stable
EMP-2598,3,Medium,5,High,6,150,3,1,0,0,technical,medium,Stable
EMP-2599,3,Medium,5,High,5,179,3,0,0,0,management,medium,Stable
EMP-2600,5,High,5,High,3,257,2,0,0,0,marketing,medium,Stable
EMP-2601,4,High,4,High,5,229,2,0,0,0,marketing,medium,Stable
EMP-2602,5,High,5,High,4,227,3,0,0,0,marketing,medium,Stable
EMP-2603,5,High,4,High,4,140,3,0,0,0,sales,medium,Stable
EMP-2604,4,High,4,High,4,251,3,0,0,0,sales,medium,Stable
EMP-2605,4,High,5,High,4,137,3,0,0,0,sales,medium,Stable
EMP-2606,4,High,4,High,3,153,3,1,0,0,sales,medium,Stable
EMP-2607,3,Medium,4,High,5,242,3,0,0,0,sales,high,Stable
EMP-2608,3,Medium,3,Medium,3,150,3,0,0,0,sales,low,Stable
EMP-2609,4,High,5,High,3,247,3,0,0,0,sales,medium,Stable
EMP-2610,4,High,3,Medium,4,212,2,0,0,0,sales,medium,Stable
EMP-2611,5,High,3,Medium,3,234,3,0,0,0,sales,medium,Stable
EMP-2612,2,Low,5,High,5,174,5,0,0,0,sales,medium,Stable
EMP-2613,4,High,5,High,3,225,2,0,0,0,sales,low,Stable
EMP-2614,5,High,3,Medium,4,224,2,0,0,0,sales,low,Stable
EMP-2615,4,High,3,Medium,3,270,4,0,0,0,sales,low,Stable
EMP-2616,5,High,3,Medium,4,139,3,0,0,0,sales,low,Stable
EMP-2617,4,High,3,Medium,3,248,4,0,0,0,sales,low,Stable
EMP-2618,3,Medium,4,High,3,172,2,0,0,0,sales,low,Stable
EMP-2619,5,High,4,High,4,224,3,1,0,0,sales,low,Stable
EMP-2620,3,Medium,4,High,5,232,4,0,0,0,sales,low,Stable
EMP-2621,4,High,3,Medium,4,260,2,1,0,0,sales,low,Stable
EMP-2622,4,High,3,Medium,2,117,4,0,0,0,accounting,low,Stable
EMP-2623,5,High,3,Medium,4,243,2,1,0,0,accounting,low,Stable
EMP-2624,4,High,3,Medium,4,202,2,0,0,0,accounting,low,Stable
EMP-2625,3,Medium,5,High,2,168,4,0,0,0,hr,low,Stable
EMP-2626,5,High,4,High,5,194,3,0,0,0,hr,low,Stable
EMP-2627,3,Medium,5,High,4,219,4,1,0,0,hr,low,Stable
EMP-2628,4,High,3,Medium,4,207,3,0,0,0,hr,low,Stable
EMP-2629,5,High,5,High,4,177,3,0,0,0,technical,low,Stable
EMP-2630,4,High,5,High,3,239,2,1,0,0,technical,low,Stable
EMP-2631,2,Low,3,Medium,4,165,3,1,0,0,technical,low,Stable
EMP-2632,4,High,4,High,4,225,2,0,0,0,technical,low,Stable
EMP-2633,4,High,3,Medium,3,212,2,0,0,0,technical,low,Stable
EMP-2634,3,Medium,3,Medium,4,159,4,0,0,0,technical,medium,Stable
EMP-2635,4,High,5,High,4,233,2,1,0,0,technical,medium,Stable
EMP-2636,4,High,4,High,4,108,6,0,0,0,technical,medium,Stable
EMP-2637,3,Medium,3,Medium,3,214,3,0,0,0,technical,medium,Stable
EMP-2638,4,High,3,Medium,5,229,3,0,0,0,technical,medium,Stable
EMP-2639,4,High,4,High,4,223,3,0,0,0,technical,medium,Stable
EMP-2640,4,High,3,Medium,4,178,3,0,0,0,support,medium,Stable
EMP-2641,4,High,4,High,4,246,2,0,0,0,support,medium,Stable
EMP-2642,4,High,5,High,4,145,3,0,0,0,support,medium,Stable
EMP-2643,4,High,4,High,4,224,4,0,0,0,support,medium,Stable
EMP-2644,4,High,3,Medium,3,259,3,0,0,0,support,medium,Stable
EMP-2645,4,High,4,High,4,207,2,0,0,0,support,medium,Stable
EMP-2646,4,High,5,High,3,253,3,0,0,0,support,high,Stable
EMP-2647,5,High,4,High,4,196,2,1,0,0,support,low,Stable
EMP-2648,3,Medium,4,High,3,240,3,0,0,0,support,medium,Stable
EMP-2649,4,High,3,Medium,3,255,3,0,0,0,support,medium,Stable
EMP-2650,3,Medium,4,High,3,139,2,0,0,0,support,medium,Stable
EMP-2651,4,High,4,High,3,168,2,0,0,0,technical,medium,Stable
EMP-2652,4,High,5,High,5,233,3,0,0,0,technical,low,Stable
EMP-2653,3,Medium,4,High,5,211,6,0,0,0,technical,low,Stable
EMP-2654,4,High,3,Medium,5,114,3,0,0,0,management,low,Stable
EMP-2655,3,Medium,5,High,5,202,2,0,0,0,IT,low,Stable
EMP-2656,4,High,3,Medium,3,177,3,1,0,0,IT,low,Stable
EMP-2657,3,Medium,4,High,4,233,4,0,0,0,IT,low,Stable
EMP-2658,4,High,5,High,2,111,2,0,0,0,IT,low,Stable
EMP-2659,4,High,4,High,3,178,3,0,0,0,IT,low,Stable
EMP-2660,4,High,3,Medium,4,204,4,0,0,0,product_mng,low,Stable
EMP-2661,5,High,4,High,3,272,3,0,0,0,product_mng,low,Stable
EMP-2662,3,Medium,4,High,4,157,4,0,0,0,product_mng,low,Stable
EMP-2663,3,Medium,5,High,5,229,3,1,0,0,product_mng,low,Stable
EMP-2664,4,High,5,High,5,202,3,0,0,0,IT,low,Stable
EMP-2665,5,High,4,High,3,264,3,0,0,0,RandD,low,Stable
EMP-2666,4,High,3,Medium,3,256,3,1,0,0,RandD,low,Stable
EMP-2667,3,Medium,4,High,3,151,2,0,0,0,RandD,low,Stable
EMP-2668,5,High,5,High,3,251,3,0,0,0,RandD,low,Stable
EMP-2669,2,Low,4,High,5,271,4,0,0,0,RandD,low,Burnout Risk
EMP-2670,4,High,4,High,4,274,2,0,0,0,RandD,low,Stable
EMP-2671,5,High,4,High,3,169,3,0,0,0,marketing,low,Stable
EMP-2672,4,High,3,Medium,4,176,4,1,0,0,sales,low,Stable
EMP-2673,4,High,4,High,5,168,2,0,0,0,accounting,medium,Stable
EMP-2674,3,Medium,4,High,4,171,2,0,0,0,support,medium,Stable
EMP-2675,4,High,5,High,4,214,3,0,0,0,technical,medium,Stable
EMP-2676,3,Medium,5,High,5,224,2,1,0,0,management,medium,Stable
EMP-2677,4,High,3,Medium,3,191,4,0,0,0,marketing,medium,Stable
EMP-2678,4,High,3,Medium,5,96,4,0,0,0,marketing,medium,Stable
EMP-2679,2,Low,5,High,6,217,6,1,0,0,marketing,medium,Burnout Risk
EMP-2680,3,Medium,3,Medium,4,135,2,1,0,0,sales,medium,Stable
EMP-2681,5,High,4,High,3,226,3,0,0,0,sales,medium,Stable
EMP-2682,4,High,4,High,3,202,2,0,0,0,sales,medium,Stable
EMP-2683,4,High,4,High,2,180,6,0,0,0,sales,medium,Stable
EMP-2684,3,Medium,4,High,5,174,4,0,0,0,sales,medium,Stable
EMP-2685,4,High,3,Medium,3,140,2,0,0,0,sales,high,Stable
EMP-2686,3,Medium,5,High,4,147,3,0,0,0,sales,low,Stable
EMP-2687,3,Medium,4,High,2,263,3,1,0,0,sales,medium,Stable
EMP-2688,4,High,3,Medium,5,261,5,0,0,0,sales,medium,Stable
EMP-2689,3,Medium,4,High,2,176,2,1,0,0,sales,medium,Stable
EMP-2690,4,High,5,High,2,98,5,0,0,0,sales,medium,Stable
EMP-2691,4,High,3,Medium,3,192,3,1,0,0,sales,low,Stable
EMP-2692,4,High,3,Medium,4,157,3,0,0,0,sales,low,Stable
EMP-2693,4,High,3,Medium,5,230,3,0,0,0,sales,low,Stable
EMP-2694,5,High,3,Medium,4,192,2,1,0,0,sales,low,Stable
EMP-2695,4,High,4,High,3,161,3,0,0,0,sales,low,Stable
EMP-2696,3,Medium,3,Medium,3,176,3,0,0,0,sales,low,Stable
EMP-2697,4,High,4,High,3,216,3,0,0,0,sales,low,Stable
EMP-2698,2,Low,3,Medium,4,176,2,0,0,0,sales,low,Stable
EMP-2699,2,Low,4,High,3,276,5,1,0,0,accounting,low,Burnout Risk
EMP-2700,4,High,3,Medium,3,174,3,1,0,0,accounting,low,Stable
EMP-2701,3,Medium,4,High,3,106,2,0,0,0,accounting,low,Stable
EMP-2702,4,High,4,High,4,154,3,0,0,0,hr,low,Stable
EMP-2703,4,High,5,High,3,271,5,0,0,0,hr,low,Stable
EMP-2704,4,High,3,Medium,5,246,2,0,0,0,hr,low,Stable
EMP-2705,4,High,4,High,4,264,2,1,0,0,hr,low,Stable
EMP-2706,3,Medium,4,High,3,197,2,0,0,0,technical,low,Stable
EMP-2707,4,High,3,Medium,4,165,2,0,0,0,technical,low,Stable
EMP-2708,3,Medium,4,High,4,218,2,0,0,0,technical,low,Stable
EMP-2709,4,High,4,High,3,203,2,0,0,0,technical,low,Stable
EMP-2710,5,High,3,Medium,2,107,6,1,0,0,technical,low,Stable
EMP-2711,4,High,5,High,3,179,2,0,0,0,technical,low,Stable
EMP-2712,5,High,4,High,5,264,3,0,0,0,technical,medium,Stable
EMP-2713,4,High,4,High,5,154,3,0,0,0,technical,medium,Stable
EMP-2714,4,High,3,Medium,4,167,3,1,0,0,technical,medium,Stable
EMP-2715,5,High,5,High,4,158,3,1,0,0,technical,medium,Stable
EMP-2716,3,Medium,4,High,4,227,3,1,0,0,technical,medium,Stable
EMP-2717,4,High,4,High,3,230,2,0,0,0,support,medium,Stable
EMP-2718,3,Medium,4,High,5,143,5,0,0,0,support,medium,Stable
EMP-2719,3,Medium,4,High,4,142,3,0,0,0,support,medium,Stable
EMP-2720,4,High,3,Medium,4,184,4,0,0,0,support,medium,Stable
EMP-2721,2,Low,3,Medium,5,169,4,0,0,0,support,medium,Stable
EMP-2722,2,Low,3,Medium,5,218,4,1,0,0,support,medium,Burnout Risk
EMP-2723,3,Medium,4,High,2,121,3,0,0,0,support,medium,Stable
EMP-2724,4,High,3,Medium,4,251,4,0,0,0,support,high,Stable
EMP-2725,4,High,3,Medium,2,192,6,0,0,0,support,low,Stable
EMP-2726,2,Low,4,High,6,227,5,0,0,0,support,medium,Burnout Risk
EMP-2727,2,Low,3,Medium,6,140,5,0,0,0,support,medium,Stable
EMP-2728,3,Medium,3,Medium,3,152,2,0,0,0,technical,medium,Stable
EMP-2729,4,High,4,High,4,202,4,0,0,0,technical,medium,Stable
EMP-2730,5,High,5,High,2,219,4,0,0,0,technical,low,Stable
EMP-2731,2,Low,5,High,4,248,4,0,0,0,management,low,Burnout Risk
EMP-2732,3,Medium,4,High,5,203,2,0,0,0,IT,low,Stable
EMP-2733,5,High,5,High,3,255,3,0,0,0,IT,low,Stable
EMP-2734,4,High,4,High,5,177,3,0,0,0,IT,low,Stable
EMP-2735,4,High,4,High,5,185,3,0,0,0,IT,low,Stable
EMP-2736,4,High,4,High,4,101,6,1,0,0,IT,low,Stable
EMP-2737,4,High,3,Medium,3,246,3,0,0,0,product_mng,low,Stable
EMP-2738,4,High,3,Medium,6,220,2,0,0,0,product_mng,low,Stable
